ROWNUMBER|ITEMID|TITLEFULL
2989|21123|When a Man Loves a Woman
2990|22118|The Untouchables
2991|15701|Bugsy
2992|18773|Mr. Destiny
2993|21222|Wish Upon a Star
2994|20263|Spies Like Us
2995|15405|Bicentennial Man
2996|16040|The Company of Wolves
2997|20472|Sweeney Todd: The Demon Barber of Fleet Street
2998|14989|Against the Ropes
2999|18006|Killing Zoe
3000|18475|The Mambo Kings
3001|18524|Map of the Human Heart
3002|21779|Leprechaun
3003|19539|Radioland Murders
3004|15783|Captain Ron
3005|20028|Sherlock Holmes and the Voice of Terror
3006|20830|Tuff Turf
3007|15023|All Night Long
3008|17858|Jaws 2
3009|15729|By Dawns Early Light
3010|15338|The Beguiled
3011|18857|My Father the Hero
3012|15992|Clue
3013|17352|Harum Scarum
3014|15036|Along Came a Spider
3015|16976|The Freshman
3016|19750|Rocky Marciano
3017|17637|I Was a Male War Bride
3018|19754|Rogue Trader
3019|19417|Presumed Innocent
3020|16143|CrissCross
3021|20832|Tune in Tomorrow...
3022|21640|The Game
3023|18477|Mamma Roma
3024|17977|Keeping the Faith
3025|21468|Born on the Fourth of July
3026|19610|Red Planet
3027|16793|Fearless
3028|20437|Sunday in the Park with George
3029|18792|Mrs. Doubtfire
3030|17151|Going Greek
3031|19696|The Ring Two
3032|20344|Stickmen
3033|20461|The Survivors
3034|14930|The 6th Day
3035|21684|Here on Earth
3036|21843|Monster
3037|17408|Hell Comes to Frogtown
3038|16860|Five Easy Pieces
3039|19769|The Rookie
3040|21390|The Abominable Snowman
3041|21954|Road House
3042|17687|In Cold Blood
3043|15415|The Big Easy
3044|14947|Above the Rim
3045|15500|Blackwoods
3046|17395|Heavens Burning
3047|19719|Road to Morocco
3048|17319|Hanky Panky
3049|21241|Without a Clue
3050|21878|The Omen
3051|16524|Dragonheart: A New Beginning
3052|21452|Blade: Trinity
3053|15481|The Black Hole
3054|16595|Edge of Sanity
3055|18225|The Life and Times of Judge Roy Bean
3056|19568|Random Hearts
3057|18731|Monte Walsh
3058|19838|Saint Sinner
3059|16773|Fatal Error
3060|18069|Kuch Kuch Hota Hai
3061|16652|The Englishman Who Went Up a Hill But Came Down a Mountain
3062|20848|Twilight
3063|16423|Diner
3064|19095|Once Were Warriors
3065|20389|Street Trash
3066|15675|The Brooke Ellison Story
3067|16880|Fletch Lives
3068|17019|G.I. Blues
3069|20073|Side Out
3070|18033|Kinsey
3071|9047|After Hours
3072|15856|Chairman of the Board
3073|19136|Osama
3074|20743|Tough Luck
3075|6621|Guyver
3076|18752|The Most Dangerous Game
3077|21793|Live and Let Die
3078|16105|The Court-Martial of Billy Mitchell
3079|20895|Undercover Blues
3080|11938|Atlantis: Milos Return
3081|18112|The Langoliers
3082|19609|Red Heat
3083|15934|Christmas in Connecticut
3084|20068|The Shrink Is In
3085|15182|Attack of the 50 Ft. Woman
3086|17153|Going in Style
3087|18240|Like Father Like Son
3088|18502|The Man with One Red Shoe
3089|19911|Scooby-Doo Meets the Boo Brothers
3090|17447|The Hiding Place
3091|18516|Maniac Cop
3092|22005|Shaun of the Dead
3093|22024|Sneakers
3094|20064|Showdown in Little Tokyo
3095|19498|Pyaasa
3096|15490|Black Sheep
3097|18718|Money for Nothing
3098|19076|The Omega Code
3099|16552|Dude, Wheres My Car?
3100|18950|The Night Flier
3101|14116|The Barkleys of Broadway
3102|21025|Walk Dont Run
3103|15015|Alien Lockdown
3104|18235|Light It Up
3105|21743|Johnny English
3106|19958|Separate Tables
3107|14967|Addicted to Love
3108|19832|Sade
3109|8429|Jail Bait
3110|18847|My Best Girl
3111|13510|The Shooting
3112|14654|Stark Raving Mad
3113|16167|Cry, the Beloved Country
3114|18485|The Man Who Laughs
3115|19981|Shadow of a Doubt
3116|16386|The Devils Arithmetic
3117|8689|Duplicate
3118|16469|Dolls
3119|21663|The Green Mile
3120|20352|Stitch! The Movie
3121|19045|October Sky
3122|17929|Junior Bonner
3123|19336|Piranha
3124|20294|Stalag 17
3125|20107|Sirens
3126|21942|Reservoir Dogs
3127|19701|Ringu 2
3128|21706|Hulk
3129|16468|Dolemite
3130|21711|I Remember Mama
3131|18870|My Sister Eileen
3132|20191|Some Like It Hot
3133|21512|The Company
3134|19320|Picture Claire
3135|15000|Airport
3136|19665|Return to Lonesome Dove
3137|20390|The Street with No Name
3138|21141|Whirlpool
3139|11691|Hiroshima mon amour
3140|21296|Yankee Doodle Dandy
3141|16234|Dark Command
3142|20096|Sinbad and the Eye of the Tiger
3143|21592|Every Which Way But Loose
3144|20106|Sink the Bismarck!
3145|20849|The Twilight of the Golds
3146|21672|Harold and Maude
3147|16141|Crimson Tide
3148|16070|Cool Runnings
3149|9855|Amityville 3-D
3150|21715|The Iceman Cometh
3151|15625|Bravo Two Zero
3152|17374|He Walked by Night
3153|14892|1776
3154|15573|Boogie Boy
3155|19341|Pit Fighter
3156|18492|The Man from Snowy River
3157|20682|To Catch a Killer
3158|22056|Supergirl
3159|18830|Muriels Wedding
3160|21066|Waynes World 2
3161|12091|Late Last Night
3162|18918|The Nest
3163|14857|Tomorrow
3164|19655|Retroactive
3165|19836|Saint Jack
3166|20493|Swimming with Sharks
3167|17105|The Gingerbread Man
3168|16467|Doing Time on Maple Drive
3169|20305|Star Trek V: The Final Frontier
3170|18710|Mom and Dad Save the World
3171|19650|The Rescuers
3172|18000|Kill Me Again
3173|19868|Sarafina!
3174|21938|The Reagans
3175|15459|Birdman of Alcatraz
3176|20236|The Southerner
3177|20147|Sling Blade
3178|21303|The Yearling
3179|19741|The Rock
3180|21447|Bill Cosby: Himself
3181|20500|Switchback
3182|19671|Revelations
3183|15679|Brotherhood of Justice
3184|22218|Marvins Room
3185|14405|Poohs Heffalump Movie
3186|19182|Owning Mahowny
3187|18039|Kiss Them for Me
3188|20023|Sheena
3189|20395|Strings
3190|7232|The Old Dark House
3191|18491|The Man from Planet X
3192|19122|Operation Pacific
3193|16961|Freaky Friday
3194|19955|Senseless
3195|15604|The Boys
3196|21802|Lost in Yonkers
3197|21860|My Little Eye
3198|18532|Marooned
3199|19228|Party Monster
3200|15187|Attraction
3201|16875|Fleetwood Mac: The Dance
3202|15193|Austin Powers: The Spy Who Shagged Me
3203|16919|Forbidden Zone
3204|19264|The People That Time Forgot
3205|15034|Alone
3206|11879|Blacula
3207|17902|The Journey of Jared Price
3208|12468|The Kentuckian
3209|21751|Kicked in the Head
3210|15646|Brewsters Millions
3211|13457|Watermelon Man
3212|17874|Jesus Christ Vampire Hunter
3213|21367|The Package
3214|19047|The Odd Couple
3215|22026|Solaris
3216|18720|Monkey Business
3217|7924|Anaconda
3218|5556|September
3219|19774|Rope
3220|18073|Kundun
3221|15936|Chunhyang
3222|17285|H
3223|18801|Mujhse Dosti Karoge!
3224|20789|The Triangle
3225|17271|Gung Ho
3226|10892|3:10 to Yuma
3227|15576|Bookies
3228|17776|Inuyasha
3229|8354|Tanner 88
3230|18769|Mr. Accident
3231|5408|The Up in Smoke Tour
3232|15880|Charlottes Web
3233|16570|ECW One Night Stand
3234|18105|Lan yu
3235|19855|Samurai Jack
3236|7053|Bat Thumb
3237|8105|Stacy
3238|15049|America: A Tribute to Heroes
3239|15281|Baseball
3240|17039|Gantz
3241|14322|Atlantis
3242|22101|Trembling Before G-d
3243|21534|Dave Chappelle: Killin Them Softly
3244|7525|Cut
3245|19931|Searching for Debra Winger
3246|11078|Devils Playground
3247|17152|Going Upriver: The Long War of John Kerry
3248|21841|Mondo cane
3249|19111|One
3250|8383|Patriot
3251|10244|Powaqqatsi
3252|10014|Stone Reader
3253|21950|The Ringmaster
3254|21231|Witchboard
3255|21721|In Enemy Hands
3256|17743|The Inkwell
3257|18871|My So-Called Life
3258|21791|Little Women
3259|15530|Bloodsport
3260|21617|Firefly
3261|21481|The Bridges of Madison County
3262|17528|Hot Shots!
3263|17931|Jurassic Park III
3264|15636|Breaking In
3265|16740|The Fallen Ones
3266|18489|The Man Without a Face
3267|17229|Greg the Bunny
3268|19967|Set It Off
3269|15014|Alien Hunter
3270|18538|Martin
3271|21191|Wild Wild West
3272|15664|Britannia Hospital
3273|14869|Airplane II: The Sequel
3274|19476|Proximity
3275|16149|Crocodile
3276|16117|The Cowboys
3277|15965|The Clan of the Cave Bear
3278|18219|License to Drive
3279|20562|Teenage Mutant Ninja Turtles III
3280|15122|Another Thin Man
3281|22134|Waterworld
3282|15248|The Ballad of Little Jo
3283|18202|Leprechaun 2
3284|19763|Romeo Must Die
3285|18519|Mann
3286|18592|Melinda and Melinda
3287|17287|Habit
3288|14962|Action Jackson
3289|18737|Moon Over Parador
3290|7735|Running Mates
3291|21741|Joe Dirt
3292|16879|Flesh for the Beast
3293|17590|The Hunted
3294|21154|White Noise
3295|15969|Class
3296|15129|Any Given Sunday
3297|16663|Erin Brockovich
3298|20610|Things Are Tough All Over
3299|16164|Cruel Intentions 3
3300|21504|Childs Play
3301|17606|Hysterical Blindness
3302|22051|Strange Planet
3303|16199|D2: The Mighty Ducks
3304|21717|If These Walls Could Talk
3305|16795|Feeling Minnesota
3306|20917|Unstoppable
3307|18437|Madhouse
3308|15024|All Over the Guy
3309|20745|Town & Country
3310|20324|Stateside
3311|22067|Taxi Driver
3312|15916|Children of the Revolution
3313|19661|The Return of the Pink Panther
3314|19516|The Quest
3315|17876|The Jewel of the Nile
3316|22230|Pretty Woman
3317|16926|Forget Paris
3318|21398|Airplane!
3319|21599|Fahrenheit 9/11
3320|15492|The Black Stallion Returns
3321|17888|Joe Versus the Volcano
3322|17014|Fury
3323|15952|Citizen Cohn
3324|22012|The Silence of the Lambs
3325|18679|Miss Evers Boys
3326|18683|Mission Kashmir
3327|18102|Lakshya
3328|18070|Kuch Naa Kaho
3329|16613|Elephant Walk
3330|20660|Till Human Voices Wake Us
3331|17111|The Girl from Monday
3332|15403|Beyond the Stars
3333|20460|Surviving the Game
3334|20229|Sour Grapes
3335|21524|The Crush
3336|18850|My Bosss Daughter
3337|17980|The Kentucky Fried Movie
3338|17404|Hedwig and the Angry Inch
3339|21051|Warriors of Virtue
3340|17913|Judgment Night
3341|20406|Stuck on You
3342|21723|In Hell
3343|19813|Running on Empty
3344|20718|Too Young to Die?
3345|15198|Avanti!
3346|14908|29th Street
3347|8199|The Convent
3348|4990|Always
3349|22078|The Thin Red Line
3350|21286|The Wrong Guy
3351|19365|Point Blank
3352|19515|Querelle
3353|22001|Shadows
3354|21997|Seven Days to Live
3355|14981|The Adventures of Sherlock Holmes
3356|18271|The Little Prince
3357|16033|Committed
3358|18533|Married to the Mob
3359|6177|The Man Who Would Be King
3360|17807|It Happened Tomorrow
3361|7134|Dont Try This at Home: The Steve-O Video
3362|14944|About Last Night...
3363|21725|The Incredibles
3364|21207|Windtalkers
3365|20747|Toy Soldiers
3366|20868|U2: Elevation 2001 Live from Boston
3367|15904|Cherish
3368|17228|Greenfingers
3369|15580|Bootmen
3370|19694|Riding in Cars with Boys
3371|15558|Body Shots
3372|15704|Bulletproof
3373|17331|Happy Gilmore
3374|18772|Mr. Deeds
3375|19876|Saturday Night Live: The Best of Adam Sandler
3376|21057|The Waterboy
3377|21653|Going Overboard
3378|21796|The Longest Yard
3379|20730|Torque
3380|20687|To End All Wars
3381|19924|The Sea Chase
3382|16762|Farscape: The Peacekeeper Wars
3383|17541|House of D
3384|19116|Only You
3385|21596|Eyes Wide Shut
3386|21072|The Wedding Planner
3387|21992|Secondhand Lions
3388|19909|The School of Rock
3389|20374|Strange Bedfellows
3390|19243|Pavement
3391|19387|Porn Star: The Legend of Ron Jeremy
3392|16987|Frogs
3393|15222|Babys Day Out
3394|20620|This Boys Life
3395|21906|The Phantom of the Opera
3396|18657|The Millionairess
3397|19784|Route 666
3398|22249|The Tailor of Panama
3399|21500|Catch Me If You Can
3400|20045|Shock Waves
3401|21545|The Dead Zone
3402|17868|The Jerk
3403|14943|The Abominable Dr. Phibes
3404|21188|Wild Things
3405|20340|Stepfather II
3406|18897|Narc
3407|18922|Nevada Smith
3408|16980|Friday the 13th
3409|19827|Saboteur
3410|15416|Big Eden
3411|18180|Leaving Las Vegas
3412|17711|In the Heat of the Night
3413|17163|Gone Fishin
3414|6748|Final Voyage
3415|16698|Excalibur
3416|15336|Before and After
3417|21758|Kiss Me Deadly
3418|18935|New York Stories
3419|21912|Players Club, The
3420|18029|Kingdom of the Spiders
3421|21318|You Were Never Lovelier
3422|20070|Sibling Rivalry
3423|16107|Cousin Bette
3424|19588|Real Genius
3425|18195|Legionnaire
3426|15208|Baadshah
3427|15257|Bandit Queen
3428|19882|Satya
3429|16540|The Driver
3430|19506|Quartet
3431|14880|...First Do No Harm
3432|15400|Beware! The Blob
3433|18390|Love at First Bite
3434|14949|Absence of Malice
3435|16426|Dinosaur
3436|16530|Dream a Little Dream
3437|21433|Bed of Roses
3438|20722|Top Gun
3439|18461|Major Dundee
3440|19351|The Playboys
3441|20051|Shooters
3442|15925|Chitty Chitty Bang Bang
3443|16295|Dead Silence
3444|20705|Tom and Huck
3445|19723|Road to Zanzibar
3446|11998|The Trench
3447|15101|Angels with Dirty Faces
3448|21494|Carlitos Way
3449|15639|Breaking the Waves
3450|18501|The Man with Two Brains
3451|18440|The Madness of King George
3452|18511|The Mangler
3453|15038|Altered States
3454|17996|Kids
3455|22174|Breeders
3456|18151|The Last Time I Committed Suicide
3457|21783|Liberty Heights
3458|14915|36 fillette
3459|21952|The River
3460|15085|And Starring Pancho Villa as Himself
3461|17198|Grand Theft Parsons
3462|15006|The Alamo
3463|14899|200 Cigarettes
3464|21775|Layer Cake
3465|18550|Masti
3466|21631|Fried Green Tomatoes
3467|8054|Attack of the Puppet People
3468|15420|Big Jake
3469|20021|She Wore a Yellow Ribbon
3470|20886|The Undefeated
3471|21755|King Kong
3472|16627|The Emerald Forest
3473|21828|Mean Girls
3474|15833|Catherine the Great
3475|17941|Just Married
3476|22171|Best of the Best
3477|21965|The Rose Tattoo
3478|19896|The Scarlet Letter
3479|19950|Seems Like Old Times
3480|16571|The Eagle Has Landed
3481|16575|East Is East
3482|16487|Doomsday Gun
3483|16857|The First Wives Club
3484|15944|Circle of Friends
3485|16030|Commandments
3486|18707|Mojave Moon
3487|17615|I Dreamed of Africa
3488|20995|Virtual Sexuality
3489|19640|Repli-Kate
3490|15671|Brokedown Palace
3491|19865|The Santa Clause
3492|18295|Lola
3493|18256|Little Big Man
3494|16809|The Field
3495|15079|Anacondas: The Hunt for the Blood Orchid
3496|16811|Fierce Creatures
3497|17297|Half Moon Street
3498|16354|The Dentist
3499|21266|The Wood
3500|18676|Mishima: A Life in Four Chapters
3501|18459|Maine Pyar Kiya
3502|16772|Fatal Beauty
3503|16522|Dragon: The Bruce Lee Story
3504|17908|Ju-on: The Grudge
3505|21427|The Basketball Diaries
3506|21234|With Honors
3507|18655|Millennium
3508|19497|Pushing Tin
3509|15705|Bulletproof Monk
3510|20701|Tokyo Godfathers
3511|16176|Cure
3512|18425|Mad City
3513|19835|Sahara
3514|15979|Clerks.
3515|18149|The Last Starfighter
3516|18413|Lust in the Dust
3517|16957|Frankie and Johnny
3518|17138|God Told Me To
3519|15824|Castle Keep
3520|17469|The Hired Hand
3521|19060|Oh, God! Book II
3522|15434|Big Trouble
3523|16144|Critical Condition
3524|20452|Superman III
3525|17844|James and the Giant Peach
3526|15098|Angels in America
3527|16478|Donnie Brasco
3528|22260|Dog Day Afternoon
3529|16357|Desert Bloom
3530|22057|Supreme Sanction
3531|15564|Bogus
3532|20032|Shes Out of Control
3533|20451|Superman II
3534|16193|Cyrano de Bergerac
3535|9808|The Old Man and the Sea
3536|19852|Same Time, Next Year
3537|17244|Grosse Pointe Blank
3538|16654|The Entertainer
3539|21258|Women in Love
3540|15075|Amityville 1992: Its About Time
3541|20503|The Sword and the Sorcerer
3542|18627|The Mexican
3543|20052|Shooting Fish
3544|18791|Mrs Dalloway
3545|21326|Young Sherlock Holmes
3546|20484|Sweet and Lowdown
3547|15506|Blankman
3548|22211|The Life and Times of Hank Greenberg
3549|17400|Heavy Metal 2000
3550|18357|Lost and Delirious
3551|18556|Maurice
3552|22238|The Road to Hong Kong
3553|18234|Lifeguard
3554|16369|Destination Tokyo
3555|17806|It Happened One Night
3556|17313|Hang Em High
3557|21562|Dirty Deeds
3558|17564|How to Murder Your Wife
3559|20596|That Touch of Mink
3560|15070|The Americanization of Emily
3561|20980|Victim
3562|19375|Police Academy 6: City Under Siege
3563|21782|Lethal Weapon 3
3564|20314|Stargate
3565|17214|The Great Mouse Detective
3566|20666|The Time Machine
3567|15697|The Buddy Holly Story
3568|13103|About Adam
3569|17424|Her Alibi
3570|18410|Lured
3571|19567|Random Harvest
3572|22077|Thief of Hearts
3573|18617|Mesmer
3574|21456|Blow Dry
3575|21324|Young Guns II
3576|15808|Carpool
3577|21767|Land of the Dead
3578|15243|Badlands
3579|18019|King Rat
3580|16931|Fortress
3581|15761|Camp
3582|18170|Lawless Heart
3583|15817|Casper
3584|18869|My Science Project
3585|16252|Dave
3586|15938|The Cider House Rules
3587|9795|Jeremiah Johnson
3588|18358|Lost in America
3589|19691|Ridicule
3590|15725|Butterflies Are Free
3591|19992|Shaka Zulu
3592|18438|Madigan
3593|20284|Squirm
3594|22217|The Manchurian Candidate
3595|16634|Empire of the Ants
3596|19195|Pajama Party
3597|21572|Dr. Goldfoot and the Bikini Machine
3598|18176|Leap of Faith
3599|19716|Road Trip
3600|20110|Sister Act
3601|17259|Guilty as Sin
3602|19477|Psycho
3603|21732|Its a Wonderful Life
3604|19783|Roustabout
3605|7993|Barefoot in the Park
3606|18314|The Long, Hot Summer
3607|16293|Dead Ringer
3608|8636|Safe Passage
3609|18306|The Long Goodbye
3610|17627|I Never Promised You a Rose Garden
3611|21805|Lucas
3612|20928|Urban Cowboy
3613|15767|Candleshoe
3614|15423|Big Mommas House
3615|15295|Battle Cry
3616|18534|The Marrying Kind
3617|14878|*batteries not included
3618|18618|Message in a Bottle
3619|21424|Barbarians at the Gate
3620|22054|Suicide Kings
3621|16048|The Confession
3622|19029|Nuremberg
3623|16738|The Fall of the Roman Empire
3624|18012|Kind Hearts and Coronets
3625|20833|Tunes of Glory
3626|15658|Bright Lights, Big City
3627|21924|Proof of Life
3628|12018|The Ninth Configuration
3629|20842|Tuvalu
3630|20279|Spy Hard
3631|22059|Suspiria
3632|21489|Cabiria
3633|15837|Catwoman
3634|13584|The Ghost and the Darkness
3635|16803|Fever
3636|15394|Between Strangers
3637|19299|The Phantom of the Opera
3638|11536|The Blue Max
3639|19239|Patriot Games
3640|20038|Shine
3641|15878|Charlies Angels
3642|16659|Equilibrium
3643|15025|All Quiet on the Western Front
3644|17235|The Grid
3645|21845|Monty Pythons Flying Circus
3646|19806|Runaway Train
3647|21244|Witness
3648|17485|Hollywood Shuffle
3649|16563|Dunston Checks In
3650|15220|Babylon 5: The River of Souls
3651|20890|Under Siege
3652|15371|Besieged
3653|16648|Enemy at the Gates
3654|21350|Zoolander
3655|16267|Daybreak
3656|19706|Rising Sun
3657|10503|Before Sunrise
3658|22084|Tipping the Velvet
3659|20582|Terror Toons
3660|16172|Cube Zero
3661|21866|Night of the Demons
3662|22016|The Sisterhood of the Traveling Pants
3663|15148|Arena, The
3664|18124|The Last Castle
3665|20025|Shenandoah
3666|17194|Grand Canyon
3667|18173|Le Mans
3668|16287|Dead Man
3669|18450|Magnolia
3670|5343|Alice Doesnt Live Here Anymore
3671|15238|The Bad News Bears
3672|21700|House on Haunted Hill
3673|19976|Sextette
3674|17550|HouseSitter
3675|15514|Blind Date
3676|15309|Beat Street
3677|18230|Life with Mikey
3678|17088|Ghost Story
3679|18275|The Little Vampire
3680|20143|Sleepwalkers
3681|22102|Trick or Treat
3682|20907|Unforgiven
3683|17946|Just a Little Harmless Sex
3684|18643|Midnight in the Garden of Good and Evil
3685|17736|Indictment: The McMartin Trial
3686|18733|Monty Python and the Holy Grail
3687|20712|Tommy
3688|21915|Poltergeist
3689|17516|Horror Hospital
3690|14481|Hellbound: Hellraiser II
3691|22022|Sleepaway Camp
3692|10184|All About the Benjamins
3693|21705|The Hudsucker Proxy
3694|18980|No Direction Home: Bob Dylan
3695|18272|The Little Princess
3696|20538|Tapeheads
3697|20227|Sound and Fury
3698|10317|Off the Map
3699|19253|Peggy Sue Got Married
3700|20828|Tucker: The Man and His Dream
3701|19408|Preaching to the Perverted
3702|21401|Alices Restaurant
3703|20748|Toy Story 2
3704|20088|Silverado
3705|15351|Bells Are Ringing
3706|19209|Papillon
3707|21820|Marathon Man
3708|18216|Liar Liar
3709|18125|Last Dance
3710|16586|Ed
3711|18132|The Last Dragon
3712|22062|Tail Lights Fade
3713|21934|Raising Cain
3714|18422|The Mack
3715|14232|Play It Again, Sam
3716|17598|Husbands and Wives
3717|19903|Scenes from a Mall
3718|20516|Take the Money and Run
3719|15398|Beverly Hills Ninja
3720|16907|For Keeps?
3721|18671|Miracle on 34th Street
3722|20114|Six Days Seven Nights
3723|19348|Platinum Blonde
3724|17569|Hud
3725|18605|Men with Brooms
3726|10220|Shelter Island
3727|20847|Twice in a Lifetime
3728|16531|Dream with the Fishes
3729|19215|The Parallax View
3730|16344|Deliver Us from Eva
3731|20799|Trippin
3732|19211|Paradise
3733|22182|Dead Presidents
3734|20671|Times Square
3735|19262|The Pentagon Wars
3736|16361|Designing Woman
3737|15750|California Split
3738|21737|Jailbait
3739|16877|Flesh and Bone
3740|14995|Air Bud: Golden Receiver
3741|15042|The Amanda Show
3742|19533|The Rachel Papers
3743|22198|Grace of My Heart
3744|20270|Splitting Heirs
3745|19104|One Night Stand
3746|18213|Leviathan
3747|18910|Needful Things
3748|17318|Hangmen
3749|15661|Bring It On
3750|21067|We Dont Live Here Anymore
3751|16744|The Family Man
3752|18047|Kissed
3753|17513|Hope and Glory
3754|12925|My Louisiana Sky
3755|22031|Species III
3756|19491|Purgatory
3757|15627|Breaker! Breaker!
3758|19980|Shadow of Doubt
3759|17526|Hot Dog... The Movie
3760|15308|The Beastmaster
3761|18210|Lets Do It Again
3762|20483|Sweet Sweetbacks Baadasssss Song
3763|21361|Caged Heat
3764|5517|In Gods Hands
3765|20197|Something to Talk About
3766|20317|Starsky & Hutch
3767|17347|Harper Valley P.T.A.
3768|18063|Krippendorfs Tribe
3769|15503|Blame It on Rio
3770|20580|The Terminal
3771|16318|Deceived
3772|19436|Primer
3773|21400|Alfie
3774|17478|The Hole
3775|18843|My 5 Wives
3776|16500|Down Periscope
3777|20341|The Stepford Wives
3778|17923|The Junction Boys
3779|5857|See Spot Run
3780|21593|Exit Wounds
3781|17591|The Hunted
3782|21519|The Crossing Guard
3783|16055|Consenting Adults
3784|20726|Topper Returns
3785|18953|Night Passage
3786|21118|When Strangers Appear
3787|20207|The Song of Bernadette
3788|20167|Snapdragon
3789|19894|Scaramouche
3790|21506|Clay Pigeons
3791|15021|All Dogs Go to Heaven
3792|19435|The Prime of Miss Jean Brodie
3793|18348|The Lost Prince
3794|22220|My Dinner with Andre
3795|20861|Two of a Kind
3796|19326|Piglets Big Movie
3797|15575|Book of Shadows: Blair Witch 2
3798|22099|Trash
3799|19437|Prince Charming
3800|20583|Terror Train
3801|16702|Executive Decision
3802|11080|The Bank
3803|7250|All Quiet on the Western Front
3804|17919|Julius Caesar
3805|14969|Adrenalin: Fear the Rush
3806|7781|The Incredible Mr. Limpet
3807|15321|Beautiful Thing
3808|19286|Pet Sematary
3809|21152|White Mans Burden
3810|22222|Nothing
3811|19372|Police Academy 2: Their First Assignment
3812|20100|Since Youve Been Gone
3813|17525|Hot Boyz
3814|15159|The Art of War
3815|21373|Andersonville
3816|16068|The Cookout
3817|16850|First Kid
3818|18585|Meet John Doe
3819|18695|Moby Dick
3820|18541|Mary Poppins
3821|6092|The Baby
3822|21119|When Trumpets Fade
3823|20758|Trail of the Pink Panther
3824|18116|The Laramie Project
3825|16592|The Eddy Duchin Story
3826|17216|The Great Outdoors
3827|12569|Career Girls
3828|14904|24 Hour Party People
3829|19891|Say Nothing
3830|21638|G.I. Jane
3831|8445|Crime and Punishment in Suburbia
3832|16843|Firetrap
3833|17355|The Harvey Girls
3834|15739|Cabaret
3835|21233|The Witches
3836|20117|Six-String Samurai
3837|20617|Thirteen
3838|20013|Shark Attack 3: Megalodon
3839|15269|Barbarella
3840|22113|Under the Tuscan Sun
3841|14914|3000 Miles to Graceland
3842|22144|Wild at Heart
3843|6472|3 Women
3844|16910|For Love or Money
3845|20218|Sorry, Wrong Number
3846|17324|The Happiest Millionaire
3847|17821|Ive Heard the Mermaids Singing
3848|22191|Fair Game
3849|21817|The Man in the Moon
3850|19152|Our Mutual Friend
3851|20226|Soultaker
3852|16301|Dear God
3853|17090|The Ghost and Mrs. Muir
3854|16829|Fingersmith
3855|16922|The Foreigner
3856|17311|The Hand That Rocks the Cradle
3857|17437|Hey Arnold! The Movie
3858|21740|Jesus of Nazareth
3859|15586|The Born Losers
3860|15820|Casque dor
3861|5245|Anne Frank: The Whole Story
3862|18595|Memento
3863|21859|My Life So Far
3864|15914|Children of the Corn
3865|18840|The Musketeer
3866|15561|Body and Soul
3867|16383|The Devil and Daniel Webster
3868|21145|White Christmas
3869|15731|Chuck & Buck
3870|21498|Cat People
3871|17555|How I Got Into College
3872|16019|The Comancheros
3873|15838|Caught Up
3874|21529|Dangerous Ground
3875|18339|The Loss of Sexual Innocence
3876|14447|Tiger Bay
3877|20429|Summer Rental
3878|21425|Barton Fink
3879|14928|61*
3880|17748|The Innocent
3881|16130|Creator
3882|16507|Dr. Jekyll and Ms. Hyde
3883|20020|She Hate Me
3884|18912|The Negotiator
3885|22156|The Wrong Man
3886|16069|Cool Hand Luke
3887|15453|Bingo
3888|18567|McCabe & Mrs. Miller
3889|16339|The Defender
3890|19389|The Positively True Adventures of the Alleged Texas Cheerleader-Murdering Mom
3891|17231|Gremlins 2: The New Batch
3892|15632|Breakheart Pass
3893|10097|Ax Em
3894|17893|Johnny Skidmarks
3895|19581|Raw Deal
3896|15997|The Coca-Cola Kid
3897|21195|Wilder Napalm
3898|20465|Suspicious River
3899|9568|Blood on the Sun
3900|17115|Girls Just Want to Have Fun
3901|17390|Heaven & Earth
3902|15089|The Andromeda Strain
3903|19462|Project X
3904|21213|Winning
3905|16173|Cujo
3906|11612|20 Million Miles to Earth
3907|5059|Above Suspicion
3908|18878|Mystery Men
3909|19755|Roja
3910|21842|Monsoon Wedding
3911|22045|Stealing Harvard
3912|22107|Tumbleweeds
3913|15836|Cats Dont Dance
3914|15108|The Animal
3915|6076|Yossi & Jagger
3916|15254|The Band Wagon
3917|20082|Silk Stockings
3918|19370|Poison Ivy: The New Seduction
3919|17630|I Spit on Your Corpse, I Piss on Your Grave
3920|20681|To Be or Not to Be
3921|15411|The Big Bus
3922|17673|Images
3923|19508|Queen Christina
3924|20809|Trouble in Paradise
3925|15806|Carousel
3926|20781|Tremors 4: The Legend Begins
3927|18539|Marty
3928|16520|Dragon Fighter
3929|20201|Sommersby
3930|18165|The Lathe of Heaven
3931|17488|Hombre
3932|17863|Jeepers Creepers
3933|20563|Teenagers from Outer Space
3934|21105|Whats Eating Gilbert Grape
3935|21807|Luster
3936|9706|Ike: Countdown to D-Day
3937|18123|The Last Boy Scout
3938|18687|Mississippi Burning
3939|18015|King Creole
3940|16783|Fausto 5.0
3941|16342|The Delicate Delinquent
3942|22112|U.S. Marshals
3943|21969|Rush Hour
3944|19212|Paradise Lost: The Child Murders at Robin Hood Hills
3945|21406|American Psycho
3946|21094|What Alice Found
3947|15127|Antwone Fisher
3948|15153|Armed and Dangerous
3949|21910|The Pink Panther
3950|19002|Norma Rae
3951|20602|Thieves Highway
3952|16891|Flubber
3953|19059|Oh, God!
3954|19218|The Parent Trap
3955|17886|Joe Kidd
3956|20673|Tin Cup
